empresa,subcta,linea_producto,clv_sub,tarifa,portes,agencia_transporte,tipo_iva,tipo_iva_alt,albaran_valorado,albaran_factura,pedido_albaran,intervalo_factura,copias_albaran,copias_factura,descuento_p_pago,descripcion_dto_2,descuento_2,descripcion_dto_3,descuento_3,cl_circ_oferta,cargo_financiero,cargo_fin_dias,descripcion_car_2,cargo_2,irpf,aplic_irpf,vendedor_1,vendedor_2,vendedor_3,facturar_envase,empresa_id,subcta_id,name
1,4000666,1,,1,1,99,5,5,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000666,1_4000666
1,4301568,1,,1,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,,1,1_4301568,1_4301568
1,4300306,1,,,0,18,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300306,1_4300306
1,4000412,1,,,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000412,1_4000412
1,4301236,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301236,1_4301236
1,4301483,1,,7,0,70,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301483,1_4301483
1,4000582,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000582,1_4000582
1,4301704,1,,7,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,,1,1_4301704,1_4301704
1,4300995,1,,7,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300995,1_4300995
1,4301009,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301009,1_4301009
1,4301057,1,,4,1,16,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301057,1_4301057
1,4301014,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301014,1_4301014
1,4300974,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300974,1_4300974
1,4301016,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301016,1_4301016
1,4300145,1,,7,0,1,1,1,1,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300145,1_4300145
1,4000206,1,,,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000206,1_4000206
1,4301515,1,,,0,8,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301515,1_4301515
1,4301027,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301027,1_4301027
1,4000769,1,,1,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000769,1_4000769
1,4301036,1,,,1,99,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,,,,N,1,1_4301036,1_4301036
1,4301035,1,,,0,,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301035,1_4301035
1,4300098,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300098,1_4300098
1,4301037,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301037,1_4301037
1,4000642,1,,1,0,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000642,1_4000642
1,4301151,1,,,0,48,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301151,1_4301151
1,4301071,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,4100001,,,N,1,1_4301071,1_4301071
19,4300262,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,1.60,0.00,1,,,,N,19,19_4300262,19_4300262
1,4301721,1,,7,0,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301721,1_4301721
19,4301150,1,,,1,99,3,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301150,19_4301150
1,4301013,1,,,1,99,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,,,,N,1,1_4301013,1_4301013
1,4301049,1,,,1,99,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301049,1_4301049
1,4301052,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,,,,N,1,1_4301052,1_4301052
1,4300797,1,,7,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300797,1_4300797
1,4301065,1,,,,,1,1,1,1,,,,4,,,,,,,,,,,0.00,1,,,,,1,1_4301065,1_4301065
1,4301066,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301066,1_4301066
19,4301149,1,,,0,1,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4301149,19_4301149
1,4301074,1,,,0,,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301074,1_4301074
1,4301075,1,,,,,1,1,1,0,,,,4,,,,,,,,,,,0.00,1,,,,,1,1_4301075,1_4301075
1,4301380,1,,,0,99,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301380,1_4301380
1,4301175,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301175,1_4301175
1,4301093,1,,4,1,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301093,1_4301093
1,4300457,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300457,1_4300457
1,4302067,1,,,,,1,1,1,0,,,,4,,,,,,,,,,,0.00,1,,,,,1,1_4302067,1_4302067
1,4302069,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,4100001,,,N,1,1_4302069,1_4302069
1,4301039,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301039,1_4301039
1,4301152,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301152,1_4301152
1,4301410,1,,7,0,8,1,1,1,0,0,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301410,1_4301410
19,4301151,1,,,0,48,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301151,19_4301151
1,4301444,1,,7,0,99,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301444,1_4301444
1,4000777,1,,1,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000777,1_4000777
1,4301743,1,,4,1,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301743,1_4301743
1,4000432,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000432,1_4000432
1,4000215,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000215,1_4000215
1,4301155,1,,,,99,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301155,1_4301155
1,4300539,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300539,1_4300539
1,4000435,1,,,1,99,1,3,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000435,1_4000435
1,4301181,1,,7,0,99,1,1,1,0,1,1,3,2,0.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301181,1_4301181
1,4301378,1,,7,0,8,1,1,1,0,1,2,3,2,,,,,,,,,,,0.00,1,,,,N,1,1_4301378,1_4301378
1,4301369,1,,7,0,99,1,1,1,0,1,2,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301369,1_4301369
1,4301718,1,,7,0,70,1,3,1,0,1,1,3,2,,,,,,,,,,,0.00,1,,,,N,1,1_4301718,1_4301718
1,4301727,1,,7,0,16,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301727,1_4301727
1,4301156,1,,,,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301156,1_4301156
1,4301301,1,,,0,52,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301301,1_4301301
19,4300536,1,,,,99,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300536,19_4300536
1,4300054,1,,,0,52,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300054,1_4300054
1,4300882,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300882,1_4300882
1,4301608,1,,1,0,8,1,3,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301608,1_4301608
19,4301156,1,,,,99,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301156,19_4301156
19,4300276,1,,,0,50,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300276,19_4300276
1,4000211,1,,,1,70,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000211,1_4000211
1,4000017,1,,,0,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000017,1_4000017
1,4301160,1,,1,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301160,1_4301160
1,4300002,1,,5,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,0,,,,N,1,1_4300002,1_4300002
1,4300006,1,,7,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300006,1_4300006
1,4300114,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300114,1_4300114
1,4000375,1,,,1,1,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000375,1_4000375
19,4300733,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300733,19_4300733
19,4301160,1,,1,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301160,19_4301160
1,4301288,1,,4,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,0,,,,N,1,1_4301288,1_4301288
1,4301162,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301162,1_4301162
1,4300077,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300077,1_4300077
1,4300899,1,,,0,,1,1,1,0,1,,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300899,1_4300899
19,4301163,1,,,0,8,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301163,19_4301163
19,4300022,1,,,1,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300022,19_4300022
1,4301147,1,,,1,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301147,1_4301147
1,4301003,1,,7,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301003,1_4301003
19,4300225,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300225,19_4300225
1,4300924,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300924,1_4300924
1,4301472,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301472,1_4301472
19,4301479,1,,,0,99,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,19,19_4301479,19_4301479
19,4300995,1,,,1,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300995,19_4300995
1,4000438,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000438,1_4000438
1,4300725,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300725,1_4300725
1,4300635,1,,,0,50,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300635,1_4300635
19,4300724,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300724,19_4300724
1,4000502,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000502,1_4000502
1,4000463,1,,,,,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000463,1_4000463
19,4300576,1,,,1,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300576,19_4300576
1,4300555,1,,7,0,98,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300555,1_4300555
1,4300812,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300812,1_4300812
1,4000721,1,,1,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000721,1_4000721
1,4300954,1,,4,0,99,1,1,0,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300954,1_4300954
1,4000210,1,,,1,98,1,3,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000210,1_4000210
19,4301401,1,,,0,98,1,1,1,1,1,1,3,1,,,,,,,,,,,0.00,1,4100001,,,N,19,19_4301401,19_4301401
1,4301054,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,4100001,,,N,1,1_4301054,1_4301054
1,4300109,1,,,0,99,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4300109,1_4300109
1,4300870,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300870,1_4300870
1,4000434,1,,,1,98,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000434,1_4000434
1,4301170,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301170,1_4301170
1,4301285,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301285,1_4301285
19,4301201,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301201,19_4301201
19,4300820,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300820,19_4300820
1,4100460,1,,,,,1,3,1,0,,,,,,,,,,,,,,,0.00,0,,,,,1,1_4100460,1_4100460
1,4000703,1,,1,0,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000703,1_4000703
1,4301838,1,,7,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301838,1_4301838
1,4301402,1,,,0,98,1,1,1,1,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301402,1_4301402
1,4300297,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300297,1_4300297
1,4300022,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300022,1_4300022
19,4301220,1,,,0,15,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301220,19_4301220
1,4301178,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301178,1_4301178
1,4301119,1,,,1,1,1,1,1,0,1,2,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301119,1_4301119
1,4301521,1,,7,1,70,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301521,1_4301521
1,4301186,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301186,1_4301186
1,4000557,1,,,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000557,1_4000557
1,4300292,1,,7,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300292,1_4300292
1,4300117,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300117,1_4300117
19,4301388,1,,,0,99,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301388,19_4301388
19,4301107,1,,,0,8,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4301107,19_4301107
1,4301030,1,,14,0,8,1,3,1,0,1,2,3,2,,,,,,,,,,,0.00,1,,,,N,1,1_4301030,1_4301030
1,4301028,1,,,0,2,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301028,1_4301028
1,4100999,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4100999,1_4100999
1,4301183,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301183,1_4301183
1,4300235,1,,7,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300235,1_4300235
1,4301182,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301182,1_4301182
1,4301184,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301184,1_4301184
1,4300951,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300951,1_4300951
1,4301846,1,,7,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301846,1_4301846
1,4000440,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000440,1_4000440
1,4301458,1,,,0,99,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301458,1_4301458
1,4301540,1,,,0,8,1,3,0,0,1,1,3,4,,,,,,,,,,,0.00,0,4100001,,,N,1,1_4301540,1_4301540
19,4301182,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301182,19_4301182
1,4000345,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000345,1_4000345
1,4301441,1,,,0,98,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301441,1_4301441
1,4000441,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000441,1_4000441
1,4300681,1,,,,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300681,1_4300681
1,4301187,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301187,1_4301187
1,4301857,1,,7,0,99,1,3,1,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301857,1_4301857
19,4301187,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301187,19_4301187
1,4300666,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,16.00,0.00,1,4100001,,,N,1,1_4300666,1_4300666
1,4301189,1,,,0,8,1,1,1,0,1,2,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301189,1_4301189
1,4301120,1,,8,0,16,1,1,1,0,1,2,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301120,1_4301120
1,4301188,1,,8,0,1,1,1,0,0,1,4,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301188,1_4301188
1,4301537,1,,4,0,99,1,1,1,1,0,1,3,2,,,,,,,,,,,0.00,0,,,,N,1,1_4301537,1_4301537
1,4301191,1,,,0,101,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301191,1_4301191
1,4301192,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301192,1_4301192
1,4300688,1,,,0,,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300688,1_4300688
1,4301831,1,,8,0,99,1,3,0,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301831,1_4301831
1,4300976,1,,,0,,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4300976,1_4300976
1,4300262,1,,,,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300262,1_4300262
19,4302013,1,,,0,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4302013,19_4302013
1,4301634,1,,7,0,98,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301634,1_4301634
1,4301425,1,,,0,8,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301425,1_4301425
19,4301283,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,4100001,,,N,19,19_4301283,19_4301283
19,4301172,1,,,0,101,1,1,1,1,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4301172,19_4301172
1,4301240,1,,7,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301240,1_4301240
1,4301199,1,,,1,98,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301199,1_4301199
1,4000600,1,,,0,99,1,3,0,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000600,1_4000600
1,4301112,1,,,0,,5,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301112,1_4301112
19,4301199,1,,,1,98,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301199,19_4301199
1,4000131,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000131,1_4000131
1,4301661,1,,9,0,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301661,1_4301661
1,4000401,1,,,0,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000401,1_4000401
19,4301015,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301015,19_4301015
19,4301305,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301305,19_4301305
1,4301270,1,,7,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301270,1_4301270
19,4300837,1,,,,1,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300837,19_4300837
1,4301431,1,,,0,99,1,1,1,1,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301431,1_4301431
1,4301208,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301208,1_4301208
1,4000708,1,,1,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000708,1_4000708
1,4000450,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000450,1_4000450
1,4301212,1,,,,,3,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301212,1_4301212
19,4301193,1,,,0,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301193,19_4301193
19,4300856,1,,,0,1,1,1,1,0,1,1,3,1,0.00,,,,,,,,,,0.00,1,,,,N,19,19_4300856,19_4300856
19,4300809,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300809,19_4300809
19,4301938,1,,,0,16,1,1,1,0,1,4,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301938,19_4301938
1,4000442,1,,,,,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000442,1_4000442
1,4301755,1,,4,0,99,1,3,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301755,1_4301755
1,4301210,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301210,1_4301210
1,4000763,1,,1,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000763,1_4000763
19,4300297,1,,,,1,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300297,19_4300297
19,4301207,1,,,0,54,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301207,19_4301207
1,4000625,1,,1,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000625,1_4000625
1,4301132,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301132,1_4301132
1,4301259,1,,,,,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301259,1_4301259
19,4300726,1,,,1,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300726,19_4300726
1,4301177,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301177,1_4301177
19,4301125,1,,1,,1,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301125,19_4301125
1,4300776,1,,7,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300776,1_4300776
1,4301216,1,,,0,50,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301216,1_4301216
1,4301258,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301258,1_4301258
1,4301218,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301218,1_4301218
19,4300730,1,,,,,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4300730,19_4300730
1,4301233,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,0,,,,N,1,1_4301233,1_4301233
19,4301202,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301202,19_4301202
1,4000516,1,,,0,99,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000516,1_4000516
1,4000263,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000263,1_4000263
19,4301217,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301217,19_4301217
19,4301218,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301218,19_4301218
1,4301489,1,,7,0,99,1,1,0,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301489,1_4301489
