empresa,ejercicio,tipo_movimiento,pedido,linea_pedido,clv_ped,fecha_servicio,articulo,acumula,cantidad,bultos,cantidad_s,bultos_s,precio,precio_iva,tipo_precio,descuento_1,descuento_2,descuento_3,comision_1,comision_2,comision_3,tipo_iva,variante,iva,recargo_e,precio_coste,pts_kl,aplic_pt_kl,total_linea,total_linea_base,total_linea_euro,moneda,cambio,cambio_euro,almacen,subcta,linea_producto,clv_sub,fecha_documento,presupuesto,linea_presupuesto,triangulado,lote_interno,od_linea,codexpe,campo1,campo2,porcentaje,eur_kg,empresa_id,moneda_id,almacen_id,pedido_id,name
1,2023,PV,23000402,2,,2023-09-28,02/10692,1,20.000,0.000,20.000,0.000,629.00000,629.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300617,1,,2023-07-06,,,,,2,,,,,,1,9,1_1,1_1_PV_23000402,1_1_PV_23000402_2
1,2023,PV,23000500,3,,2023-09-25,02/10813R,1,3.000,0.000,3.000,0.000,143.00000,143.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301505,1,,2023-09-18,,,,,2,,,,,,1,9,1_1,1_1_PV_23000500,1_1_PV_23000500_3
1,2023,PV,23000601,1,,2023-11-17,02/10891R,1,1.000,0.000,1.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301621,1,,2023-11-09,,,,,3,,,,,,1,9,1_1,1_1_PV_23000601,1_1_PV_23000601_1
1,2023,PV,23000608,3,,2023-11-17,03/10000,1,2.000,0.000,2.000,0.000,30.99000,30.99000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,10.00471,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-11-10,,,,,3,,,,,,1,9,1_1,1_1_PV_23000608,1_1_PV_23000608_3
1,2023,PV,23000164,1,,2023-03-27,04/1609100050I,1,299.000,0.000,299.000,0.000,0.74300,0.74300,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.23073,,0,0.00000,0.00000,,9,1.000000,,1,4301609,1,,2023-03-13,,,,,1,,,,,,1,9,1_1,1_1_PV_23000164,1_1_PV_23000164_1
1,2023,PV,23000474,1,,2023-09-15,03/10000,1,6.000,0.000,6.000,0.000,31.52000,31.52000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,9.46755,,0,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-09-05,,,,,1,,,,,,1,9,1_1,1_1_PV_23000474,1_1_PV_23000474_1
1,2023,PV,23000608,4,,2023-11-17,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-11-10,,,,,4,,,,,,1,9,1_1,1_1_PV_23000608,1_1_PV_23000608_4
1,2023,PV,23000622,2,,2023-11-24,12/PG04982,1,-9.000,0.000,-9.000,0.000,115.75000,115.75000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,91.80000,,0,0.00000,0.00000,,9,1.000000,,1,4301863,1,,2023-11-15,,,,,2,,,,,,1,9,1_1,1_1_PV_23000622,1_1_PV_23000622_2
1,2023,PV,23000455,2,,2023-09-08,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-08-02,,,,,2,,,,,,1,9,1_1,1_1_PV_23000455,1_1_PV_23000455_2
1,2023,PV,23000497,1,,2023-09-29,02/10880R,1,1.000,0.000,1.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300532,1,,2023-09-15,,,,,1,,,,,,1,9,1_1,1_1_PV_23000497,1_1_PV_23000497_1
1,2023,PV,23000467,2,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-09-05,,,,,2,,,,,,1,9,1_1,1_1_PV_23000467,1_1_PV_23000467_2
1,2023,PV,23000467,4,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-09-05,,,,,4,,,,,,1,9,1_1,1_1_PV_23000467,1_1_PV_23000467_4
1,2023,PV,23000628,4,,2023-11-29,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300240,1,,2023-11-16,,,,,4,,,,,,1,9,1_1,1_1_PV_23000628,1_1_PV_23000628_4
1,2023,PV,23000467,6,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-09-05,,,,,6,,,,,,1,9,1_1,1_1_PV_23000467,1_1_PV_23000467_6
1,2023,PV,23000488,2,,2024-09-13,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301024,1,,2023-09-12,,,,,2,,,,,,1,9,1_1,1_1_PV_23000488,1_1_PV_23000488_2
1,2023,PC,23000277,3,,2023-09-14,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000664,1,,2023-09-07,,,,,3,,,,,,1,9,1_1,1_1_PC_23000277,1_1_PC_23000277_3
1,2023,PV,23000479,3,,2023-09-15,..12/421507,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300160,1,,2023-09-07,,,,,3,,,,,,1,9,1_1,1_1_PV_23000479,1_1_PV_23000479_3
1,2023,PV,23000479,4,,2023-09-15,..12/421507,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300160,1,,2023-09-07,,,,,4,,,,,,1,9,1_1,1_1_PV_23000479,1_1_PV_23000479_4
1,2023,PV,23000467,1,,2023-09-15,02/09714,1,3.000,0.000,3.000,0.000,10.59000,10.59000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,9.03467,,0,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-09-05,,,,,1,,,,,,1,9,1_1,1_1_PV_23000467,1_1_PV_23000467_1
1,2023,PC,23000348,1,,2023-11-20,12/5120071,1,2.000,0.000,2.000,0.000,89.23000,89.23000,1,5.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000664,1,,2023-11-09,,,,,1,,,,,,1,9,1_1,1_1_PC_23000348,1_1_PC_23000348_1
1,2023,PV,23000657,1,,2023-12-22,12/XG300008,1,20.000,0.000,20.000,0.000,31.45000,31.45000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,21.58000,,0,0.00000,0.00000,,9,1.000000,,1,4300254,1,,2023-12-01,,,,,1,,,,,,1,9,1_1,1_1_PV_23000657,1_1_PV_23000657_1
1,2023,PV,23000467,3,,2023-09-15,01/09691,1,12.000,0.000,12.000,0.000,8.36000,8.36000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,5.18995,,0,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-09-05,,,,,3,,,,,,1,9,1_1,1_1_PV_23000467,1_1_PV_23000467_3
1,2023,PV,23000622,1,,2023-11-24,12/PG04987,1,9.000,0.000,9.000,0.000,115.75000,115.75000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,91.80000,,0,0.00000,0.00000,,9,1.000000,,1,4301863,1,,2023-11-15,,,,,1,,,,,,1,9,1_1,1_1_PV_23000622,1_1_PV_23000622_1
1,2023,PV,23000467,5,,2023-09-15,01/09700,1,5.000,0.000,5.000,0.000,8.36000,8.36000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,5.22017,,0,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-09-05,,,,,5,,,,,,1,9,1_1,1_1_PV_23000467,1_1_PV_23000467_5
1,2023,PV,23000482,2,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300758,1,,2023-09-08,,,,,2,,,,,,1,9,1_1,1_1_PV_23000482,1_1_PV_23000482_2
1,2023,PV,23000482,3,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300758,1,,2023-09-08,,,,,3,,,,,,1,9,1_1,1_1_PV_23000482,1_1_PV_23000482_3
1,2023,PV,23000482,4,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300758,1,,2023-09-08,,,,,4,,,,,,1,9,1_1,1_1_PV_23000482,1_1_PV_23000482_4
1,2023,PV,23000482,5,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300758,1,,2023-09-08,,,,,5,,,,,,1,9,1_1,1_1_PV_23000482,1_1_PV_23000482_5
1,2023,PV,23000480,1,,2023-09-15,01/10340R,1,4.000,0.000,4.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300532,1,,2023-09-07,,,,,1,,,,,,1,9,1_1,1_1_PV_23000480,1_1_PV_23000480_1
1,2023,PV,23000455,1,,2023-09-08,01/09874,1,2.000,0.000,2.000,0.000,9.20000,9.20000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,3.28552,,0,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-08-02,,,,,1,,,,,,1,9,1_1,1_1_PV_23000455,1_1_PV_23000455_1
1,2023,PV,23000467,7,,2023-09-15,01/10339,1,2.000,0.000,2.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-09-05,,,,,7,,,,,,1,9,1_1,1_1_PV_23000467,1_1_PV_23000467_7
1,2023,PV,23000509,1,,2023-10-06,04/024000038,1,60.000,0.000,60.000,0.000,15.90000,15.90000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,6.26041,,0,0.00000,0.00000,,9,1.000000,,1,4300240,1,,2023-09-20,,,,,1,,,,,,1,9,1_1,1_1_PV_23000509,1_1_PV_23000509_1
1,2023,PV,23000506,1,,2023-10-25,03/00452,1,10.000,0.000,10.000,0.000,194.25000,194.25000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301708,1,,2023-09-19,,,,,1,,,,,,1,9,1_1,1_1_PV_23000506,1_1_PV_23000506_1
1,2023,PV,23000546,3,,2023-10-10,10/10062,1,10.000,0.000,10.000,0.000,1.67000,1.67000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.67865,,0,0.00000,0.00000,,9,1.000000,,1,4301682,1,,2023-10-05,,,,,3,,,,,,1,9,1_1,1_1_PV_23000546,1_1_PV_23000546_3
1,2023,PV,23000467,8,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-09-05,,,,,8,,,,,,1,9,1_1,1_1_PV_23000467,1_1_PV_23000467_8
1,2023,PV,23000610,1,,2023-11-17,03/2521090,1,2.000,0.000,2.000,0.000,151.40000,151.40000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301641,1,,2023-11-10,,,,,1,,,,,,1,9,1_1,1_1_PV_23000610,1_1_PV_23000610_1
1,2023,PV,23000480,2,,2023-09-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300532,1,,2023-09-07,,,,,2,,,,,,1,9,1_1,1_1_PV_23000480,1_1_PV_23000480_2
1,2023,PV,23000606,2,,2023-11-13,55/40301MPA,1,450.000,0.000,450.000,0.000,1.70000,1.70000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.25465,,0,0.00000,0.00000,,9,1.000000,,1,4300267,1,,2023-11-09,,,,,2,,,,,,1,9,1_1,1_1_PV_23000606,1_1_PV_23000606_2
1,2023,PV,23000497,2,,2023-09-29,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300532,1,,2023-09-15,,,,,2,,,,,,1,9,1_1,1_1_PV_23000497,1_1_PV_23000497_2
1,2023,PV,23000650,1,,2023-12-11,10/11625,1,200.000,0.000,200.000,0.000,1.97000,1.97000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.66000,,0,0.00000,0.00000,,9,1.000000,,1,4301520,1,,2023-11-28,,,,,1,,,,,,1,9,1_1,1_1_PV_23000650,1_1_PV_23000650_1
1,2023,PV,23000335,1,,2023-06-06,10/11830,1,100.000,0.000,100.000,0.000,3.01000,3.01000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,1.25517,,0,0.00000,0.00000,,9,1.000000,,1,4300052,1,,2023-06-02,,,,,1,,,,,,1,9,1_1,1_1_PV_23000335,1_1_PV_23000335_1
1,2023,PV,23000230,1,,2023-04-25,12/00108,1,4000.000,0.000,4000.000,0.000,0.05100,0.05100,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.02640,,0,0.00000,0.00000,,9,1.000000,,1,4300768,1,,2023-04-14,,,,,1,,,,,,1,9,1_1,1_1_PV_23000230,1_1_PV_23000230_1
1,2023,PV,23000606,3,,2023-11-13,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300267,1,,2023-11-09,,,,,3,,,,,,1,9,1_1,1_1_PV_23000606,1_1_PV_23000606_3
1,2023,PC,23000175,3,,2023-06-02,12/00109,1,2000.000,0.000,2000.000,0.000,0.03810,0.03810,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.03470,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000651,1,,2023-05-18,,,,,3,,,,,,1,9,1_1,1_1_PC_23000175,1_1_PC_23000175_3
1,2023,PC,23000348,2,,2023-11-20,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000664,1,,2023-11-09,,,,,2,,,,,,1,9,1_1,1_1_PC_23000348,1_1_PC_23000348_2
1,2023,PV,23000522,1,,2023-10-27,02/061700043,1,1.000,0.000,1.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300617,1,,2023-09-26,,,,,1,,,,,,1,9,1_1,1_1_PV_23000522,1_1_PV_23000522_1
1,2023,PV,23000615,1,,2023-11-30,12/PG0513001,1,6.000,0.000,6.000,0.000,30.95000,30.95000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301173,1,,2023-11-13,,,,,6,,,,,,1,9,1_1,1_1_PV_23000615,1_1_PV_23000615_1
1,2023,PV,23000333,1,,2023-07-12,01/10152,1,8.000,0.000,8.000,0.000,2200.00000,2200.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,1053.03158,,0,0.00000,0.00000,,9,1.000000,,1,4300013,1,,2023-06-02,,,,,1,,,,,,1,9,1_1,1_1_PV_23000333,1_1_PV_23000333_1
1,2023,PC,23000279,1,,2023-09-14,03/00443A02,1,6.000,0.000,6.000,0.000,6.80000,6.80000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,19.15000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000770,1,,2023-09-07,,,,,1,,,,,,1,9,1_1,1_1_PC_23000279,1_1_PC_23000279_1
1,2023,PC,23000296,1,,2023-10-05,01/100101000,1,16.000,0.000,16.000,0.000,76.30000,76.30000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,89.00000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000163,1,,2023-09-21,,,,,1,,,,,,1,9,1_1,1_1_PC_23000296,1_1_PC_23000296_1
1,2023,PC,23000286,4,,2023-09-14,..12/00223,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000610,1,,2023-09-13,,,,,4,,,,,,1,9,1_1,1_1_PC_23000286,1_1_PC_23000286_4
1,2023,PC,23000225,1,,2023-07-04,01/10125A01,1,16.000,0.000,16.000,0.000,5.10000,5.10000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,5.00000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000770,1,,2023-06-20,,,,,1,,,,,,1,9,1_1,1_1_PC_23000225,1_1_PC_23000225_1
1,2023,PC,23000296,3,,2023-10-05,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000163,1,,2023-09-21,,,,,3,,,,,,1,9,1_1,1_1_PC_23000296,1_1_PC_23000296_3
1,2023,PV,23000153,1,,2023-03-20,01/10241C,1,2.000,0.000,2.000,0.000,187.00000,187.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300254,1,,2023-03-09,,,,,2,,,,,,1,9,1_1,1_1_PV_23000153,1_1_PV_23000153_1
1,2023,PC,23000296,5,,2023-10-05,AVC10,1,1.000,0.000,1.000,0.000,41.84000,41.84000,3,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,15.30846,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000163,1,,2023-09-21,,,,,5,,,,,,1,9,1_1,1_1_PC_23000296,1_1_PC_23000296_5
1,2023,PC,23000279,2,,2023-09-14,03/00464M,1,6.000,0.000,6.000,0.000,4.00000,4.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,25.00000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000770,1,,2023-09-07,,,,,2,,,,,,1,9,1_1,1_1_PC_23000279,1_1_PC_23000279_2
1,2023,PC,23000261,1,,2023-09-08,EP.001-M,1,11.000,0.000,11.000,0.000,51.66000,51.66000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,82.00000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000401,1,,2023-07-25,,,,,1,,,,,,1,9,1_1,1_1_PC_23000261,1_1_PC_23000261_1
1,2023,PV,23000514,3,,2023-10-18,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301173,1,,2023-09-22,,,,,3,,,,,,1,9,1_1,1_1_PV_23000514,1_1_PV_23000514_3
1,2023,PV,23000378,1,,2023-07-10,01/09998,1,4.000,0.000,4.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301439,1,,2023-06-20,,,,,1,,,,,,1,9,1_1,1_1_PV_23000378,1_1_PV_23000378_1
1,2023,PV,23000528,3,,2023-10-02,55/00101MP,1,20.000,0.000,20.000,0.000,0.70000,0.70000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.26243,,0,0.00000,0.00000,,9,1.000000,,1,4300267,1,,2023-09-27,,,,,2,,,,,,1,9,1_1,1_1_PV_23000528,1_1_PV_23000528_3
1,2023,PC,23000212,1,,2023-06-28,01/1015203,1,90.000,0.000,90.000,0.000,5.84000,5.84000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,6.00000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000761,1,,2023-06-13,,,,,1,,,,,,1,9,1_1,1_1_PC_23000212,1_1_PC_23000212_1
1,2023,PV,23000528,4,,2023-10-02,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300267,1,,2023-09-27,,,,,4,,,,,,1,9,1_1,1_1_PV_23000528,1_1_PV_23000528_4
1,2023,PV,23000514,2,,2023-10-18,12/5125081,1,6.000,0.000,6.000,0.000,120.09000,120.09000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,87.65667,,0,0.00000,0.00000,,9,1.000000,,1,4301173,1,,2023-09-22,,,,,2,,,,,,1,9,1_1,1_1_PV_23000514,1_1_PV_23000514_2
1,2023,PV,23000686,1,,2024-01-10,02/07695,1,100.000,0.000,100.000,0.000,2.85000,2.85000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.74778,,0,0.00000,0.00000,,9,1.000000,,1,4301851,1,,2023-12-19,,,,,1,,,,,,1,9,1_1,1_1_PV_23000686,1_1_PV_23000686_1
1,2023,PV,23000511,1,,2023-10-26,01/10342,1,1.000,0.000,1.000,0.000,2065.00000,2065.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300677,1,,2023-09-21,,,,,1,,,,,,1,9,1_1,1_1_PV_23000511,1_1_PV_23000511_1
1,2023,PV,23000521,1,,2023-10-27,02/061700042,1,1.000,0.000,1.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300617,1,,2023-09-26,,,,,1,,,,,,1,9,1_1,1_1_PV_23000521,1_1_PV_23000521_1
1,2023,PC,23000298,1,,2023-10-05,01/1034201,1,1.000,0.000,1.000,0.000,545.00000,545.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,550.00000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000232,1,,2023-09-21,,,,,1,,,,,,1,9,1_1,1_1_PC_23000298,1_1_PC_23000298_1
1,2023,PC,23000293,1,,2023-09-27,12/5425081,1,5.000,0.000,5.000,0.000,114.77000,114.77000,3,5.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000664,1,,2023-09-19,,,,,1,,,,,,1,9,1_1,1_1_PC_23000293,1_1_PC_23000293_1
1,2023,PV,23000530,2,,2023-10-16,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301438,1,,2023-09-27,,,,,2,,,,,,1,9,1_1,1_1_PV_23000530,1_1_PV_23000530_2
1,2023,PV,23000485,1,,2023-09-22,10/01001R,1,5.000,0.000,5.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,3.50960,,0,0.00000,0.00000,,9,1.000000,,1,4300837,1,,2023-09-12,,,,,1,,,,,,1,9,1_1,1_1_PV_23000485,1_1_PV_23000485_1
1,2023,PV,23000370,3,,2023-07-31,02/09946,1,16.000,0.000,16.000,0.000,35.60000,35.60000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300267,1,,2023-06-16,,,,,3,,,,,,1,9,1_1,1_1_PV_23000370,1_1_PV_23000370_3
1,2023,PV,23000485,3,,2023-09-22,02/10333AR,1,32.000,0.000,32.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,20.09247,,0,0.00000,0.00000,,9,1.000000,,1,4300837,1,,2023-09-12,,,,,3,,,,,,1,9,1_1,1_1_PV_23000485,1_1_PV_23000485_3
1,2023,PV,23000487,1,,2023-09-29,02/1070309,1,37.000,0.000,37.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300617,1,,2023-09-12,,,,,1,,,,,,1,9,1_1,1_1_PV_23000487,1_1_PV_23000487_1
1,2023,PV,23000530,1,,2023-10-16,04/143800015,1,1.000,0.000,1.000,0.000,92.00000,92.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301438,1,,2023-09-27,,,,,1,,,,,,1,9,1_1,1_1_PV_23000530,1_1_PV_23000530_1
1,2023,PC,23000284,1,,2023-09-20,02/10879M,1,24.000,0.000,24.000,0.000,3.50000,3.50000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000604,1,,2023-09-12,,,,,1,,,,,,1,9,1_1,1_1_PC_23000284,1_1_PC_23000284_1
1,2023,PC,23000038,5,,2023-02-03,12/00120,1,4000.000,0.000,4000.000,0.000,0.12240,0.12240,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,0.12240,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000651,1,,2023-01-25,,,,,5,,,,,,1,9,1_1,1_1_PC_23000038,1_1_PC_23000038_5
