empresa,codigo,descripcion_1,descripcion_2,v_int,v_dec1,v_dec2,v_char,parametro,empresa_id,name
19,44,Pedidos COMPRA.                         1: Abre automaticamente la ventana de,"   ""PEDIDOS PENDIENTES RECIBIR"".        0: No abre la ventana automaticamente.",,,,,1,19,19_44
19,45,Pedidos COMPRA  (Multidivisa).          1: Abre automaticamente la ventana de,"   ""CAMBIO MONEDA"".                     0: No abre la ventana (si existe cambio)",,,,,1,19,19_45
19,46,Albaranes COMPRA.                       1: Abre automaticamente la ventana de,"   ""PEDIDOS PENDIENTES RECIBIR"".        0: No abre la ventana automaticamente.",,,,,1,19,19_46
19,47,Albaranes COMPRA  (Multidivisa).        1: Abre automaticamente la ventana de,"   ""CAMBIO MONEDA"".                     0: No abre la ventana (si existe cambio)",,,,,1,19,19_47
19,48,Facturas COMPRA.                        1: Abre automaticamente la ventana de,"   ""ALBARANES PENDIENTES FACTURAR"".     0: No abre la ventana automaticamente.",,,,,1,19,19_48
19,49,Facturas COMPRA  (Multidivisa).         1: Abre automaticamente la ventana de,"   ""CAMBIO MONEDA"".                     0: No abre la ventana (si existe cambio)",,,,,1,19,19_49
19,50,"1) Cuando calcula la cantidad con las medidas, estas son divididas por el valor",que haya en Codigo integer.             0) Calcula normal.,1000,,,,1,19,19_50
19,51,*** NO SE USA ***,,,,,,0,19,19_51
19,52,Restos en Presupuestos:                 Param = 0 --> NUNCA DEJA EL RESTO.,Param = 1 --> SIEMPRE DEJA EL RESTO.    Param = 2 --> PREGUNTA SI LO DEJA O NO.,,,,,0,19,19_52
19,53,Salto en agrupacion de la Fact. Agrupada* '0' No tiene en cuenta vendedor 1,* '1' Tiene en cuenta vendedor_1,,,,,0,19,19_53
19,54,*** NO SE USA ***,,,,,,0,19,19_54
19,55,Precio y descuentos de linea (VENTAS)   0 --> STANDARD,1 --> Combinacion Oferta/Categoria,,,,,0,19,19_55
19,56,"Ventana ""Permitir Facturar Agrupado ...""0 -> Abre la ventana (STANDARD)","1 -> NO abre la ventana. Fijo=""SI""      2 -> NO abre la ventana. Fijo=""NO""",,,,,0,19,19_56
19,57,1 Un contador de pedidos compra único para todos los almacenes.,0 Un contador de pedidos compra para cada almacén.,,,, ,1,19,19_57
19,58,1 Un contador de albaranes compra único para todos los almacenes.,0 Un contador de albaranes compra para cada almacén.,,,, ,0,19,19_58
19,59,1 Un contador de facturas compra único para todos los almacenes.,0 Un contador de facturas compra para cada almacén.,,,, ,0,19,19_59
19,60,Fecha factura (VENTAS)                  0 --> Fecha albaran,1 --> Fecha actual (today),,,,,0,19,19_60
19,61,Fecha factura (COMPRAS)                 0 --> Fecha albaran,1 --> Fecha actual (today),,,,,0,19,19_61
19,62,Desea Imprimir Presupuesto ..   (VENTAS)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,19,19_62
19,63,Desea Imprimir Pedido ..        (VENTAS)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,19,19_63
19,64,Desea Imprimir Albaran ..       (VENTAS)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,19,19_64
19,65,Desea Imprimir Factura ..       (VENTAS)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,19,19_65
19,66,Desea Imprimir Pedido ..       (COMPRAS)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,19,19_66
19,67,Desea Imprimir Albaran ..      (COMPRAS)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,19,19_67
19,68,Desea Imprimir Factura ..      (COMPRAS)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,19,19_68
19,69,Aplicacion Cargos/Abonos (COMPRAS)      0 -> Sobre total factura.,1 -> Sobre base imponible.,,,,,1,19,19_69
19,70,*** NO SE USA ***,,,,,,0,19,19_70
19,71,*** NO SE USA ***,,,,,,0,19,19_71
19,72,*** NO SE USA ***,,,,,,0,19,19_72
19,73,0: Empresa NO trabaja con lotes.        1: Empresa trabaja con lotes.,,,,,,0,19,19_73
19,75,Centro :                                0 - No trabaja con centros.,"1 - Trabaja con centro y p_s (Standard) 2 - Trabaja con centro,p_s y p_sd(Aecoc)",,,,,0,19,19_75
19,76,Medidas informativas articulo (ESPUMES) 0 - Desactivado.,1 - Pide medidas informativas articulo.,,,,,1,19,19_76
19,77,Subcuentas del Iva por variantes:       0 - No trabaja con variantes.,1 - Trabaja con variantes.,,,,,0,19,19_77
19,78,FECHAS CONTABLE Y FECHA IVA :, 0 - Funcionamiento Automatico           1 - Funcionamiento Manual,,,,*** NOTA: Ligado al parametro 16,0,19,19_78
19,79,ACTUACION DEL DTO. PRONTO PAGO EN VENTAS'1' Contempla lineas de documento que no,    se le aplicara el Dto. P.P.         '0' Se aplica a todo el documento.,,,,,0,19,19_79
19,80,MODIFICACION DEL DESCUENTO Y EL PRECIO  '1' No se puede modificar los valores de,    descuento y precio de la linea.     '0' Funcionamiento normal.,,,,,0,19,19_80
1,22,`0` No tiene Medidas en Fabricacion.    `1` Tiene Medidas en Fabricacion., ,,,, ,1,1,1_22
19,81,APLICACION DE LA TARA                   '0' No Aplicar la Tara,'1' Aplicar la Tara,,,,,0,19,19_81
19,82,*** INSTALACION APLICACION GRAFICA ***  '0' No tiene la aplicacion grafica,'1' SI tiene la aplicacion grafica,,,, ,0,19,19_82
19,83,>>> PEDIDOS COMPRA <<<  ** Formatos **  '0' Imprime formatos en tipo caracter,'1' Imprime formatos en tipo Grafico    '2' Pregunta el tipo: caracter o Grafico,,,,                                        *** SOLO EFECTIVO SI PARAMETRO 82=1 ***,0,19,19_83
19,84,>>>ALBARANES COMPRA<<<  ** Formatos **  '0' Imprime formatos en tipo caracter,'1' Imprime formatos en tipo Grafico    '2' Pregunta el tipo: caracter o Grafico,,,,                                        *** SOLO EFECTIVO SI PARAMETRO 82=1 ***,0,19,19_84
19,85,>>>FACTURAS  COMPRA<<<  ** Formatos **  '0' Imprime formatos en tipo caracter,'1' Imprime formatos en tipo Grafico    '2' Pregunta el tipo: caracter o Grafico,,,,                                        *** SOLO EFECTIVO SI PARAMETRO 82=1 ***,0,19,19_85
19,86,>>>AGRUPADA COMPRAS<<<  ** Formatos **  '0' Imprime formatos en tipo caracter,'1' Imprime formatos en tipo Grafico    '2' Pregunta el tipo: caracter o Grafico,,,,                                        *** SOLO EFECTIVO SI PARAMETRO 82=1 ***,0,19,19_86
19,87,>>>SERVICIOS COMPRA<<<  ** Formatos **  '0' Imprime formatos en tipo caracter,'1' Imprime formatos en tipo Grafico    '2' Pregunta el tipo: caracter o Grafico,,,,                                        *** SOLO EFECTIVO SI PARAMETRO 82=1 ***,0,19,19_87
19,88,>>PRESUPUESTOS VENTA<<  ** Formatos **  '0' Imprime formatos en tipo caracter,'1' Imprime formatos en tipo Grafico    '2' Pregunta el tipo: caracter o Grafico,0,,,C.Int:0-Pres 1-F.Prof 2-Fact 3-Pregunta *** SOLO EFECTIVO SI PARAMETRO 82=1 ***,0,19,19_88
1,30002,Considera Articulos Genericos .* como   pendientes de Gestion por Dep.compras,directamente.0=No - 1=Si,,,,,0,1,1_30002
19,30003,Cuenta Partidas Pendientes Aplicacion pagos TPV 5550[tpv2dig]resto cta, ,,,,,0,19,19_30003
1,30003,Cuenta Partidas Pendientes Aplicacion pagos TPV 5550[tpv2dig]resto cta, ,,,,,0,1,1_30003
19,30004,Dias Riesgo sobre cartera remesada      en v_int,,0,,,,0,19,19_30004
1,30004,Dias Riesgo sobre cartera remesada      en v_int,,0,,,,0,1,1_30004
19,30005,Se consideran Pedidos de Venta como Riesgo Cliente.0=Si 1=No.,,,,,,0,19,19_30005
1,30005,Se consideran Pedidos de Venta como Riesgo Cliente.0=Si 1=No.,,,,,,0,1,1_30005
19,1,Presupuestos y Pedidos de VENTA :       `1` - Pide Fecha de servicio.,`0` - No pide Fecha de Servicio.,,,, ,0,19,19_1
19,2,1 Aplica oferta. Si precio oferta = 0 aplica precio tarifa y dtos oferta. Si ofe,rta no existe aplica tarifa. 0 Siempre aplica tarifa,,,, ,1,19,19_2
19,3,"1 Permite modificar el I.V.A. de la lineas en presupuestos, pedidos, albaranes y",facturas de compra y de venta. 0 No permite modificar el I.V.A.,,,, ,0,19,19_3
19,4,1 Pide el centro de coste en las lineas de factura de compra y en apuntes contab,les. 0 No pide el centro de coste. 2 Igual que 1 y en apuntes pide P_SD (aecoc),,,, ,0,19,19_4
19,5,1 Numera el ristro de I.V.A. en la creación de facturas de compra y venta y en a,puntes contables. 0 El registro de I.V.A. se numera al listar,,,, ,0,19,19_5
19,6,1 Rebaja el stock del componente al introducir la O.F.. 0 Rebaja el stock de com,ponente al cerrar la O.F.,,,, ,0,19,19_6
19,7,1 Pide el número de bultos de envio en albaranes y facturas de venta. 0 No pide,el número de bultos,,,, ,0,19,19_7
19,8,0 El cálculo de vencimientos considera los meses naturales. 1 Considera los mese,s de treinta dias.,,,, ,0,19,19_8
19,9,1 Un contador de pedidos venta único para todos los almacenes.,0 Un contador de pedidos venta para cada almacén.,,,, ,0,19,19_9
19,10,1 Un contador de presup. venta único para todos los almacenes.,0 Un contador de presup. venta para cada almacén.,,,, ,0,19,19_10
19,11,1 Un contador de albaranes venta único para todos los almacenes.,0 Un contador de albaranes venta para cada almacén.,,,, ,0,19,19_11
19,12,1 Un contador de facturas venta único para todos los almacenes.,0 Un contador de facturas venta para cada almacén.,,,, ,0,19,19_12
19,13,1 Un P.M.P único para todos los almacenes. 0 un P.M.P. para cada almacén, ,,,, ,1,19,19_13
19,14,"1 Si el importe de las facturas no supersa el valor contenido en ""v_dec1"" genera",un solo recibo. 0 genera recibos en función de la condiciones del cliente,,-9999999.000000,, ,1,19,19_14
19,15,En las pantallas e impresión de documentos de compras y ventas aplica el número,"de decimales contenido en el campo ""parametro""",,,, ,2,19,19_15
19,16,<P> <CTBLE> <IVA >  <P> <CTBLE> < IVA  > 1  F.Doc.  F.Doc.   4  F.Unix  F.Unix, 2  F.Doc.  F.Unix   5  F.Doc.  =F.Ctble 3  F.Unix  F.Doc.   6  F.Unix  =F.Ctble,,,,Posibilidadaes fechas: CONTABLE e IVA   *** NOTA: Ligado al parametro 78 (NUEVO),1,19,19_16
19,17,0 : Empresa no trabaja con medidas.     1 : Empresa trabaja con medidas.,NOTA : Fabricacion tiene otro parametro,,,, ,1,19,19_17
19,19,1. Avisara cuando un Cliente no tiene   Ofertas ni descuentos por Categoria para,un Articulo.                            0. No avisara,,,, ,1,19,19_19
19,20,1 --> Albaranes y Facturas trabaja en         forma Textil.,0 --> Trabaja en forma Standard.,,,, ,1,19,19_20
19,21,"Calculo Precios Iva Incluido :          0-No calcula, esta entrado en la Tarifa.",1-Al precio le suma el Iva.,,,, ,0,19,19_21
19,22,`0` No tiene Medidas en Fabricacion.    `1` Tiene Medidas en Fabricacion., ,,,, ,1,19,19_22
19,23,`1` Si se entra una compra con fecha anterior a la ultima o bien se borra una co,"mpra,muestra un mensaje aviso del PMP   `0` No avisa.",,,, ,1,19,19_23
19,24,`1` En el mantenimiento de compras pide     el plazo de entrega en dias.,`0` En el mantenimiento de compras no       pide el plazo de entraga.       .,,,, ,1,19,19_24
19,25,`1` Abrir ventana mostrando precios         (Lineas de VENTAS).,`0` NO abrir la ventana.,,,, ,1,19,19_25
19,26,`1` Abrir ventana mostrando precios         (Lineas de COMPRAS).,`0` NO abrir la ventana.,,,, ,1,19,19_26
19,27,Precio en Compras:                      `0` carga precio Oferta/Tarifa.,`1` carga precio Ultima Compra.,,,, ,0,19,19_27
19,29,*** NO SE USA ***,,,,,,0,19,19_29
19,30,Pedidos de COMPRA :                     `1` - Pide Fecha de servicio.,`0` - No pide Fecha de Servicio.,,,, ,0,19,19_30
19,31,*** NO SE USA ***,,,,, ,0,19,19_31
19,32,Presupuestos VENTA.                     1: Abre automaticamente la ventana de,"   ""PRESUPUESTOS PENDIENTES"".           0: No abre la ventana automaticamente.",,,,,1,19,19_32
19,33,Presupuestos VENTA  (Multidivisa).      1: Abre automaticamente la ventana de,"   ""CAMBIO MONEDA"".                     0: No abre la ventana (si existe cambio)",,,,,1,19,19_33
19,34,Presupuestos VENTA.                     1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,,1,19,19_34
19,35,Pedidos VENTA.                          1: Abre automaticamente la ventana de,"   ""PEDIDOS/PRESUPUESTOS PENDIENTES"".   0: No abre la ventana automaticamente.",,,,,1,19,19_35
19,36,Pedidos VENTA  (Multidivisa).           1: Abre automaticamente la ventana de,"   ""CAMBIO MONEDA"".                     0: No abre la ventana (si existe cambio)",,,,,1,19,19_36
19,37,Pedidos VENTA.                          1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,,1,19,19_37
19,38,Albaranes VENTA.                        1: Abre automaticamente la ventana de,"   ""PEDIDOS PENDIENTES SERVIR"".         0: No abre la ventana automaticamente.",,,,,1,19,19_38
19,39,Albaranes VENTA  (Multidivisa).         1: Abre automaticamente la ventana de,"   ""CAMBIO MONEDA"".                     0: No abre la ventana (si existe cambio)",,,,,1,19,19_39
19,40,Albaranes VENTA.                        1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,,1,19,19_40
19,41,Facturas VENTA.                         1: Abre automaticamente la ventana de,"   ""ALBARANES PENDIENTES FACTURAR"".     0: No abre la ventana automaticamente.",,,,,1,19,19_41
19,42,Facturas VENTA  (Multidivisa).          1: Abre automaticamente la ventana de,"   ""CAMBIO MONEDA""                      0: No abre la ventana (si existe cambio)",,,,,1,19,19_42
19,43,Facturas VENTA.                         1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,,1,19,19_43
1,206,IMPUESTO RESIDUOS CARNICOS.                *******    COMPRAS  **********,0 - Desactivado                         1 - Activado,,,,,0,1,1_206
1,207,APLICAR CARGO DOS                       0 - No se tendra en cuenta para el IVA.,1 - Contara para el IVA.,,,,,0,1,1_207
1,208,APLICAR CARGO FINANCIERO                0 - No se tendra en cuenta para el IVA.,1 - Contara para el IVA.,,,,,0,1,1_208
1,209,MANTENIMIENTO ARTICULOS - Piezas        0 - No se permite la modificacion del ca,mpo ANCHO.                              1 - Se permite la modificacion.,,,,,0,1,1_209
1,211,************* TARIFAS CLIENTE **********,0 - Tarifa Std. por cliente             1 - Tarifa por cliente y almacen.,,,,,0,1,1_211
1,212,********** CATEGORIA CLIENTE ***********,0 - Categoria Std. por cliente          1 - Categoria por cliente y almacen.,,,,,0,1,1_212
1,213,*********  OFERTAS CLIENTES ************,0 - Ofertas Std. por cliente            1 - Ofertas Std. por cliente y almacen.,,,,,0,1,1_213
1,214,********** DEVOLUCIONES ****************0 - No tabaja con devoluciones.,1 - Importe negativo pregunta si es dev.2 - Importe negativo asume que es dev.,,,,,0,1,1_214
1,215,VENCIMIENTOS RECIBOS DESDE FACTURA VENTA   *****AL GRABAR FACTURA *****,0 - No modifica vencimientos            1 - Modifica vencimientos,,,,,0,1,1_215
1,216,VENCIMIENTOS RECIBOS FACTURAS COMPRAS      ********AL  GRABAR FACTURA  *********,0 - No modifica vencimientos.           1 - Modifica vencimientos.,,,,,0,1,1_216
1,217,********* NO SE UTILIZA ****************,,,,,,0,1,1_217
1,218,Albaranes de Compra. (plegador o bobina)0 - No deja alterar la tabla m0319 en el,caso de una modificacion.               1 - Deja alterar la tabla m0319.,,,,,0,1,1_218
1,14,"1 Si el importe de las facturas no supersa el valor contenido en ""v_dec1"" genera",un solo recibo. 0 genera recibos en función de la condiciones del cliente,,100.000000,, ,1,1,1_14
1,220,LIQUIDACION DE LINEAS SERVIDAS PARCIAL. 0 - Abre pantalla,1 - Quedan pendientes en el Pedido.     2 - Se Liquidan del Pedido.,,,,,0,1,1_220
1,221,LIQ. LINEAS NO INSERTADAS EN EL ALBARAN 0 - Abre pantalla,1 - Quedan pendientes en el Pedido      2 - Se liquidan del Pedido,,,,,0,1,1_221
1,222,****** PEDIDO DE VENTAS PROCEDE OF *****0 - Desactivado,1 - No dejara borrar una linea del pedido en el caso que proceda de la OF.,,,,,0,1,1_222
1,223,*** RUTAS REPARTO - DATOS REPARTO ***         *****   ALMACEN   ******,0 - Rutas reparto Std. por cliente      1 - Rutas reparto por cliente y almacen,,,,,0,1,1_223
1,224,****** FORMAS PAGO POR ALMACEN *********,0 -  Formas pago Std. por cliente       1 -  Formas pago por cliente y almacen,,,,,0,1,1_224
1,225,*** OBSERVACIONES POR CLIENTE Y TIPO ***      *******  POR ALMACEN *******,0 - Observaciones Std. por cliente.     1 - Observaciones cliente y tipo almacen,,,,,0,1,1_225
1,226,*********  MANT. CLIENTES   ************0 - Mant. clientes standard,1 - Mant. clientes por almacen          2 - Pregunta ( cargar std. o almacen ),,,,,0,1,1_226
1,227,******  MANT.  PROVEEDORES *************0 - Mant. proveedores std.,1 - Mant. proveedores por almacen.      2 - Pregunta std. o almacen.,,,,,0,1,1_227
1,228,******* TARIFAS POR ALMACEN ************    ***** COMPRAS ***********,0 - Tarifa std. por proveedor           1 - Tarifa std. por proveedor y almacen,,,,,0,1,1_228
1,229,****** FORMAS DE PAGO POR ALMACEN ******    *******  COMPRAS  *******,0 - Forma pago std. por proveedor       1 - Forma pago std. por almacen y prove.,,,,,0,1,1_229
1,230,** OBSERVACIONES PROVEE. POR ALMACEN ***      ******* COMPRAS ************,0 - Observaciones proveedor std.        1 - Obser. proveedor prove. y almacen.,,,,,0,1,1_230
1,231,*******  COMISIONES  ( VENTAS ) ********,0 - Comisiones por categoria            1 - Comisiones por subcta. vendedor,,,,,0,1,1_231
1,232,*****  CANALES ( VENTAS ) ******        0 - No trabaja con canales,1 - Trabaja con canales y se pide.      2 - Trabaja con canales.Asig. automatica,,,,,0,1,1_232
1,233,****** CANALES ( Compras ) *************0 - No trabaja con canal.,1 - Trabaja con canales y la pide.      2 - Trabaja con canales.Asig. automatica,,,,,0,1,1_233
1,234,******** OBRAS - ( VENTAS ) ************,0  -  No trabaja con obras              1  -  Trabaja con obras,,,,,0,1,1_234
1,235,***** AGRUPADA VENTAS ( VXXXX15 ) ******,0 - No actualiza tabla vxxxx15.         1 - Actualiza tabla vxxxx15.,,,,,0,1,1_235
1,236,******* PORTES -- COMPRAS **************0 - Desactivado,1 - Activado. Asignacion automatica.    2 - Activado. Abre pantalla.,,,,,0,1,1_236
1,237,*** CONSULTA ARTICULOS ( COMPRAS ) *****,0 - Consulta Articulos ( stock ).       1 - Consulta Articulos ( Medidas ).,,,,,0,1,1_237
1,238,**** CONSULTA ARTICULOS ( VENTAS  ) ****,0 -  Consulta Articulos ( stock )       1 -  Consulta Articulos ( Medidas ),,,,,0,1,1_238
1,239,******** EJERCICIO CONTABLE ************0 - El periodo del ejercico pertenece al, ano natural.                           1 - No pertenece al ano natural.,,,,,0,1,1_239
999,30005,Se consideran Pedidos de Venta como Riesgo Cliente.0=Si 1=No.,"",,,,"",0,999,999_30005
1,240,********** ALBARANES VENTA *************0 - Desactivado.,1 - Los datos del campo clv_ven_1 cuando se trata de una modificacion se borran.,,,,,0,1,1_240
1,241,*********** BLOQUEO LINEAS  ************0 - La linia bloqueada no se puede modif,icar.                                   1 - Se puede modificar.,,,,,0,1,1_241
1,242,***** ACTIVACION MINIMOS VENTAS ********,0 - Minimos desactivados.               1 - Minimos activados.,,,,,0,1,1_242
1,243,******* FACT. AGRUPADA VENTAS **********0 - No utiliza el campo codexpe como rup,tura en el facturacion agrupada.        1 -Utiliza el campo codexpe como ruptura,,,,,0,1,1_243
1,244,********** CENTROS ( COMPRAS  ) ********0 - Selecciona las subcta. de traspaso a,cont. por articulos.                    1 - Subcta. traspaso por familia.,,,,,0,1,1_244
1,245,*********** CENTROS ( VENTAS ) *********0 - Selecciona las subcta. de traspaso a,cont. por articulos.                    1 - Subcta. traspaso por familia.,,,,,0,1,1_245
1,246,* GENERACION ALTA AUTOMATICA ARTICULOS *    ***** PEDIDOS DE VENTA *****,0 - No crea la descripcion varios idioma1 - Crea la descripcion varios idiomas,,,,,0,1,1_246
1,247,************ CALCULO PMP  **************0 - Realiza el calculo pmp.,1 - No realiza el calculo si la cantidad de la linia es negativa o precio = 0.,,,,,0,1,1_247
1,66,Desea Imprimir Pedido ..       (COMPRAS)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,1,1_66
1,30001,Pide Usuario Preparacion Linea Pedido.  0=No Pide usuario y graba $$usuario,1=Pide usuario preparacion,,,,,0,1,1_30001
19,30002,Considera Articulos Genericos .* como   pendientes de Gestion por Dep.compras,directamente.0=No - 1=Si,,,,,0,19,19_30002
1,147,** F5 ARTICULOS LINEAS DOCUMENTO - RC **'0' No muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,1,1_147
1,148,** VALIDACION DE CLAVES (Art/Cli/Pro) **'0' Deja introducir cualquier Clave.,'1' Solo deja introducir claves que         existan en el maestro de claves.,,,,,0,1,1_148
1,149,*** CONTABILIZACION DESCUENTO 2 Y 3  ***'0' Sctas Dtos No Def. Cancela Facturac.,'1' Sctas Dtos No Def. Imputa Scta Venta,,,,,0,1,1_149
1,150,Desea Imprimir Pedido ..      (MANPER05)0 --> Abre la ventana y pregunta.,1 --> No abre la ventana. Fijo=NO.      2 --> No abre la ventana. Fijo=SI.,,,,,0,1,1_150
1,151,***  SUBCTA ACUMULA  RIESGO CARTERA  ***'0' Subcta Contable,'1' Subcta Facturacion                  '2' Subcta,,,,,0,1,1_151
1,152,*** SUBCTA ACUMULA RIESGO PED/PTSNF ****'0' Subcta Contable,'1' Subcta Facturacion                  '2' Subcta,,,,,0,1,1_152
1,153,** SUBCTA ACUMULA FECHA ULTIMA COMPRA **'0' Subcta Contable,'1' Subcta Facturacion                  '2' Subcta,,,,,0,1,1_153
1,154,*** NO SE USA ***,,,,,,0,1,1_154
1,155,*** NO SE USA ***,,,,,,0,1,1_155
1,156,*** NO SE USA ***,,,,,,0,1,1_156
1,157,*** NO SE USA ***,,,,,,0,1,1_157
1,158,*** NO SE USA ***,,,,,,0,1,1_158
1,159,*** TARIFA POR MATRIZ DE ARTICULOS ***,0 - Desactivado                         1 - Activado,4,,,En codigo integer va el numero de caracter que se corta el articulo para matriz.,0,1,1_159
1,160,"*CONTROL VENDEDOR EN PV - PUNTIBLOND ***'0' Desactivado, funcionamiento normal.","'1' Activado, funcionamiento Puntiblond.",,,,,0,1,1_160
1,161,** PARAMETRO PARA FABRICACION GRAFICA **'0' Fabricacion Normal,'1' Fabricacion Grafica,,,,,0,1,1_161
1,162,0 - Funcionamiento normal               1 - Control familia FOP y proveedor en,    el mantenimiento de Fabricacion.,,,,,0,1,1_162
1,163,Facturas SERVICIOS (Multidivisa)        1- Abre automaticamente la ventana de,"""CAMBIO MONEDA""                         0- No abre la ventana (si existe cambio)",,,,,1,1,1_163
1,164,Merma en los cierres de ordenes de Fabricacion.,  0 - Merma desactivada                   1 - Merma activada,,,,,0,1,1_164
1,15,En las pantallas e impresión de documentos de compras y ventas aplica el número,"de decimales contenido en el campo ""parametro""",,,, ,3,1,1_15
1,166,RESERVADO,,,,,,,1,1_166
1,167,RESERVADO,,,,,,,1,1_167
1,168,RESERVADO,,,,,,,1,1_168
1,169,RESERVADO,,,,,,,1,1_169
1,170,RESERVADO,,,,,,,1,1_170
1,171,RESERVADO,,,,,,,1,1_171
1,172,RESERVADO,,,,,,,1,1_172
1,173,RESERVADO,,,,,,,1,1_173
1,174,RESERVADO,,,,,,,1,1_174
1,175,RESERVADO,,,,,,,1,1_175
1,176,RESERVADO,,,,,,,1,1_176
1,177,RESERVADO,,,,,,,1,1_177
1,178,USO EXCLUSIVO TPV. CAMBIO ALMACEN.      0 - Funcionamiento normal.,1 - Se puede cambiar el almacen desde la entrada del documento.,,,,,0,1,1_178
1,179,EXPEDIENTES - VENTAS                    0 - No trabaja con expedientes.,1 - Trabaja con expedientes.,,,,,0,1,1_179
1,180,EXPEDIENTES - COMPRAS                   0 - No trabaja con expedientes.,1 - Trabaja con expedientes.,,,,,0,1,1_180
1,181,Introduccion manual o asistida de la cantidad en las lineas.,0 - Manual                              1 - Abre la ventana. Asistida.,,,,,0,1,1_181
1,182,Albaranes de Compra. (plegador o bobina)0 - Deja alterar el campo precio de la t,abla m0319 al realitzar una modificacion1 - No deja alterar.,,,,,0,1,1_182
1,183,0 - Funcionamiento normal               1 - Precio en tarifas a nivel de miles y,utilizacion en ventas a nivel de unidad.(junto con la clave de articulo).,,,,,0,1,1_183
1,82,*** INSTALACION APLICACION GRAFICA ***  '0' No tiene la aplicacion grafica,'1' SI tiene la aplicacion grafica,,,, ,1,1,1_82
1,184,APLICAR DTO EN FAMILIAS Y SUBFAMILIAS A PARTIR DE LA TABLA M021002 / M020401.,0 - No se aplica  1 - Se aplica         2 - Abre ventana y pregunta.,,,,,0,1,1_184
1,185,DIRECCIONES DE OBRA. MAS DE UNA DIRECCION POR SUBCUENTA, 0 - Desactivado                         1 - Activado,,,,,0,1,1_185
1,191,Funcionamiento especial de entrada del producto acabado desde albaranes compra.,0 - Desactivado.                        1 - Activado.,,,,,0,1,1_191
1,192,CONTROL ALTA AUTOMATICA DE ARTICULOS DESDE PRESUPUESTOS VENTA.,0 - Desactivado                         1 - Activado,,,,,0,1,1_192
1,193,CONTROL ALTA AUTOMATICA DE ARTICULOS DESDE PEDIDOS DE VENTA.,0 - Desactivado.                        1 - Activado.,,,,,0,1,1_193
1,194,FECHA FACTURA NO PUEDE SER ANTERIOR A FECHA ALBARAN. (COMPRAS),0 - Activado realiza comprobacion       1 - Desactivado.,,,,,0,1,1_194
1,195,ASIGNACION CLIENTE/PEDIDO A PIEZAS. EN PEDIDOS DE COMPRA.,0 - Desactivado.                        1 - Activado.,,,,,0,1,1_195
1,197,ASIGNACION DE PIEZAS EN ALBARANES DE VENTA.,0 - Asignacion normal.                  1 - Asignacion especial.,,,,,0,1,1_197
1,114,*** CONTROL DE BUSQUEDA PARA REMESAS ***'0' - Obligatorio el Documento,'1' - No Obligatorio el Documento,,,,,0,1,1_114
1,186,******  PRESUPUESTOS VENTAS ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,0,1,1_186
1,187,***********  PEDIDOS VENTAS ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,0,1,1_187
1,188,*********  ALBARANES VENTAS ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,0,1,1_188
1,189,**********  PEDIDOS COMPRAS ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,1,1,1_189
1,190,********  ALBARANES COMPRAS ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,1,1,1_190
1,200,Segundo precio en lineas para pedidos.(PV).,0 - Desactivado                         1 - Activado,,,,,0,1,1_200
1,201,Segundo precio en lineas para albaranes.(SV).,0 - Desactivado.                        1 - Activado.,,,,,0,1,1_201
