empresa,subcta,linea_producto,clv_sub,subcta_contable,subcta_facturacion,zona_comercial,categoria,categoria_rappel,categoria_oferta,ficha_cerrada,fecha_alta,fecha_baja,subcta_contra,empresa_id,subcta_contable_id,subcta_facturacion_id,name
1,4000242,1,,4000242,4000242,77,,,,0,1996-02-15,,,1,1_4000242,1_4000242,1_4000242
1,4301182,1,,4301182,4301182,17,0,,,0,1997-05-30,,,1,1_4301182,1_4301182,1_4301182
1,4301217,1,,4301217,4301217,10,0,,,0,1997-11-13,,,1,1_4301217,1_4301217,1_4301217
1,4301057,1,,4301057,4301057,50,0,,,0,1995-11-21,,,1,1_4301057,1_4301057,1_4301057
1,4000256,1,,4000256,4000256,77,,,,,1996-01-17,,,1,1_4000256,1_4000256,1_4000256
1,4300002,1,,4300002,4300002,8,0,,,0,1995-11-10,,,1,1_4300002,1_4300002,1_4300002
19,4300895,1,,4300895,4300895,77,0,,,0,1995-11-20,,,19,19_4300895,19_4300895,19_4300895
1,4300733,1,,4300733,4300733,9,0,,,0,1998-09-29,,,1,1_4300733,1_4300733,1_4300733
1,4300207,1,,4300207,4300207,8,0,,,0,1995-11-14,,,1,1_4300207,1_4300207,1_4300207
1,4301441,1,,4301441,4301441,77,0,,,,2002-12-19,,,1,1_4301441,1_4301441,1_4301441
1,4301229,1,,4301229,4301229,28,0,,,0,1998-01-29,,,1,1_4301229,1_4301229,1_4301229
1,4301454,1,,4301454,4301454,1,A,,,0,2003-03-27,,,1,1_4301454,1_4301454,1_4301454
1,4300951,1,,4300951,4300951,10,0,,,0,1997-03-17,,,1,1_4300951,1_4300951,1_4300951
1,4300837,1,,4300837,4300837,80,0,,,0,1995-11-20,,,1,1_4300837,1_4300837,1_4300837
1,4300545,1,,4300545,4300545,9,0,,,0,1995-11-16,,,1,1_4300545,1_4300545,1_4300545
19,4301417,1,,4301417,4301417,77,0,,,,2002-01-07,,,19,19_4301417,19_4301417,19_4301417
1,4000230,1,,4000230,4000230,81,,,,0,1995-11-15,,,1,1_4000230,1_4000230,1_4000230
1,4301475,1,,4301475,4301475,28,NO_VISITA,,,0,2004-02-03,,,1,1_4301475,1_4301475,1_4301475
1,4301112,1,,4301112,4301112,77,0,,,0,1995-12-12,,,1,1_4301112,1_4301112,1_4301112
1,4301013,1,,4301013,4301013,10,0,,,0,1996-11-26,,,1,1_4301013,1_4301013,1_4301013
1,4301214,1,,4301214,4301214,50,S,,,1,1997-10-31,2021-01-20,,1,1_4301214,1_4301214,1_4301214
1,4301111,1,,4301111,4301111,77,0,,,0,1995-12-11,,,1,1_4301111,1_4301111,1_4301111
1,4100244,1,,4100244,4100244,77,,,,0,1995-11-23,,,1,1_4100244,1_4100244,1_4100244
1,4000456,1,,4000456,4000456,77,,,,0,1998-01-26,,,1,1_4000456,1_4000456,1_4000456
1,4100410,1,,4100410,4100410,77,,,,0,1995-11-23,,,1,1_4100410,1_4100410,1_4100410
1,4100353,1,,4100353,4100353,77,,,,0,1995-11-23,,,1,1_4100353,1_4100353,1_4100353
1,4100412,1,,4100412,4100412,77,,,,0,1995-11-23,,,1,1_4100412,1_4100412,1_4100412
1,4000389,1,,4000389,4000389,77,,,,0,1995-11-23,,,1,1_4000389,1_4000389,1_4000389
1,4100996,1,,4100996,4100996,77,,,,0,1995-11-23,,,1,1_4100996,1_4100996,1_4100996
1,4100188,1,,4100188,4100188,77,,,,0,1995-11-23,,,1,1_4100188,1_4100188,1_4100188
1,4100995,1,,4100995,4100995,77,,,,0,1995-11-23,,,1,1_4100995,1_4100995,1_4100995
1,4000413,1,,4000413,4000413,77,,,,0,1995-11-23,,,1,1_4000413,1_4000413,1_4000413
1,4000060,1,,4000060,4000060,77,,,,0,1995-11-23,,,1,1_4000060,1_4000060,1_4000060
1,4000374,1,,4000374,4000374,77,,,,0,1995-11-23,,,1,1_4000374,1_4000374,1_4000374
1,4100998,1,,4100998,4100998,77,,,,0,1995-11-23,,,1,1_4100998,1_4100998,1_4100998
1,4000379,1,,4000379,4000379,77,,,,0,1995-11-23,,,1,1_4000379,1_4000379,1_4000379
1,4301718,1,,4301718,4301718,17,,,,0,2013-09-25,,,1,1_4301718,1_4301718,1_4301718
1,4000375,1,,4000375,4000375,77,,,,0,1995-11-23,,,1,1_4000375,1_4000375,1_4000375
1,4301605,1,,4301605,4301605,9,,,,1,2008-03-05,2018-09-19,,1,1_4301605,1_4301605,1_4301605
1,4000569,1,,4000569,4000569,,,,,,2003-04-08,,,1,1_4000569,1_4000569,1_4000569
19,4300212,1,,4300212,4300212,77,0,,,0,1995-11-14,,,19,19_4300212,19_4300212,19_4300212
1,4301216,1,,4301216,4301216,82,0,,,0,1997-11-13,,,1,1_4301216,1_4301216,1_4301216
1,4301161,1,,4301161,4301161,80,0,,,1,1997-01-21,2017-11-03,,1,1_4301161,1_4301161,1_4301161
1,4000570,1,,4000570,4000570,,,,,,2003-04-10,,,1,1_4000570,1_4000570,1_4000570
1,4300555,1,,4300555,4300555,10,0,,,0,1996-11-22,,,1,1_4300555,1_4300555,1_4300555
1,4000021,1,,4000021,4000021,77,,,,0,1995-12-19,,,1,1_4000021,1_4000021,1_4000021
1,4000999,1,,4000999,4000999,77,,,,0,1995-12-13,,,1,1_4000999,1_4000999,1_4000999
1,4000159,1,,4000159,4000159,77,,,,0,1995-12-12,,,1,1_4000159,1_4000159,1_4000159
19,4301457,1,,4301457,4301457,77,0,,,0,2003-04-10,,,19,19_4301457,19_4301457,19_4301457
1,4000338,1,,4000338,4000338,77,,,,0,1995-12-28,,,1,1_4000338,1_4000338,1_4000338
1,4000120,1,,4000120,4000120,77,,,,0,1995-12-28,,,1,1_4000120,1_4000120,1_4000120
1,4100160,1,,4100160,4100160,77,,,,0,1996-01-02,,,1,1_4100160,1_4100160,1_4100160
1,4301463,1,,4301463,4301463,41,0,,,0,2003-05-19,,,1,1_4301463,1_4301463,1_4301463
1,4000162,1,,4000162,4000162,77,,,,0,1996-01-03,,,1,1_4000162,1_4000162,1_4000162
1,4300869,1,,4300869,4300869,17,0,,,0,1996-11-25,,,1,1_4300869,1_4300869,1_4300869
1,4000406,1,,4000406,4000406,77,,,,0,1996-01-08,,,1,1_4000406,1_4000406,1_4000406
1,4300691,1,,4300691,4300691,46,0,,,0,1995-11-20,,,1,1_4300691,1_4300691,1_4300691
1,4300686,1,,4300686,4300686,25,0,,,0,1995-11-20,,,1,1_4300686,1_4300686,1_4300686
19,4300063,1,,4300063,4300063,77,0,,,0,1995-11-13,,,19,19_4300063,19_4300063,19_4300063
1,4301213,1,,4301213,4301213,8,0,,,0,1997-10-27,,,1,1_4301213,1_4301213,1_4301213
19,4300763,1,,4300763,4300763,77,0,,,0,1995-11-20,,,19,19_4300763,19_4300763,19_4300763
19,4301214,1,,4301214,4301214,77,0,,,,1997-10-31,,,19,19_4301214,19_4301214,19_4301214
19,4300401,1,,4300401,4300401,77,0,,,0,1995-11-15,,,19,19_4300401,19_4300401,19_4300401
19,4300681,1,,4300681,4300681,77,0,,,0,1995-11-20,,,19,19_4300681,19_4300681,19_4300681
19,4300755,1,,4300755,4300755,77,0,,,0,1995-11-20,,,19,19_4300755,19_4300755,19_4300755
2001,4301410,1,,4301410,4301410,77,0,,,,2001-10-19,,,2001,2001_4301410,2001_4301410,2001_4301410
19,4300977,1,,4300977,4300977,77,0,,,0,1995-11-20,,,19,19_4300977,19_4300977,19_4300977
19,4300906,1,,4300906,4300906,77,0,,,0,1995-11-20,,,19,19_4300906,19_4300906,19_4300906
19,4301053,1,,4301053,4301053,77,0,,,0,1995-11-21,,,19,19_4301053,19_4301053,19_4301053
19,4301093,1,,4301093,4301093,77,0,,,0,1995-11-21,,,19,19_4301093,19_4301093,19_4301093
19,4301146,1,,4301146,4301146,77,0,,,,1996-11-07,,,19,19_4301146,19_4301146,19_4301146
19,4300782,1,,4300782,4300782,77,0,,,0,1995-11-20,,,19,19_4300782,19_4300782,19_4300782
1,4300845,1,,4300845,4300845,3,S,,,0,1995-11-20,,,1,1_4300845,1_4300845,1_4300845
1,4300820,1,,4300820,4300820,10,0,,,0,1996-11-25,,,1,1_4300820,1_4300820,1_4300820
1,4000355,1,,4000355,4000355,77,,,,0,1996-03-08,,,1,1_4000355,1_4000355,1_4000355
1,4000223,1,,4000223,4000223,77,,,,,1996-02-12,,,1,1_4000223,1_4000223,1_4000223
1,4301477,1,,4301477,4301477,12,0,,,0,2004-02-18,,,1,1_4301477,1_4301477,1_4301477
1,4000279,1,,4000279,4000279,77,,,,,1996-02-12,,,1,1_4000279,1_4000279,1_4000279
1,4301271,1,,4301271,4301271,50,S,,,0,1999-02-04,,,1,1_4301271,1_4301271,1_4301271
1,4301219,1,,4301219,4301219,13,0,,,0,1997-11-25,,,1,1_4301219,1_4301219,1_4301219
1,4301290,1,,4301290,4301290,5,A,,,0,1999-09-07,,,1,1_4301290,1_4301290,1_4301290
1,4301047,1,,4301047,4301047,39,0,,,0,1995-11-21,,,1,1_4301047,1_4301047,1_4301047
1,4000775,1,,4000775,4000775,,,,,0,2021-02-02,,,1,1_4000775,1_4000775,1_4000775
1,4300104,1,,4300104,4300104,3,A,,,0,1995-11-13,,,1,1_4300104,1_4300104,1_4300104
1,4300932,1,,4300932,4300932,5,NO VISITA,,,0,1996-05-23,,,1,1_4300932,1_4300932,1_4300932
19,4301118,1,,4301118,4301118,77,0,,,0,1996-02-16,,,19,19_4301118,19_4301118,19_4301118
1,4000725,1,,4000725,4000725,,,,,0,2014-10-27,,,1,1_4000725,1_4000725,1_4000725
1,4301511,1,,4301511,4301511,39,A,,,0,2005-05-13,,,1,1_4301511,1_4301511,1_4301511
1,4301313,1,,4301313,4301313,17,0,,,1,2000-06-21,2011-05-13,,1,1_4301313,1_4301313,1_4301313
1,4301391,1,,4301391,4301391,5,S,,,0,2000-11-23,,,1,1_4301391,1_4301391,1_4301391
1,4300342,1,,4300342,4300342,3,A,,,0,1995-11-14,,,1,1_4300342,1_4300342,1_4300342
1,4301202,1,,4301202,4301202,8,0,,,0,1997-09-16,,,1,1_4301202,1_4301202,1_4301202
1,4000291,1,,4000291,4000291,77,,,,0,1996-02-27,,,1,1_4000291,1_4000291,1_4000291
1,4000328,1,,4000328,4000328,77,,,,0,1996-02-28,,,1,1_4000328,1_4000328,1_4000328
19,4301206,1,,4301206,4301206,77,0,,,,1997-10-06,,,19,19_4301206,19_4301206,19_4301206
1,4300603,1,,4300603,4300603,6,A,,,0,1995-11-16,,,1,1_4300603,1_4300603,1_4300603
1,4000497,1,,4000497,4000497,77,,,,,1999-09-23,,,1,1_4000497,1_4000497,1_4000497
1,4301096,1,,4301096,4301096,48,0,,,0,1996-11-27,,,1,1_4301096,1_4301096,1_4301096
1,4000173,1,,4000173,4000173,77,,,,0,1996-03-19,,,1,1_4000173,1_4000173,1_4000173
1,4301067,1,,4301067,4301067,77,0,,,1,1996-11-27,2015-01-28,,1,1_4301067,1_4301067,1_4301067
19,4301103,1,,4301103,4301103,77,0,,,0,1995-11-21,,,19,19_4301103,19_4301103,19_4301103
1,4000770,1,,4000770,4000770,,,,,0,2020-10-01,,,1,1_4000770,1_4000770,1_4000770
1,4301764,1,,4301764,4301764,43,,,,0,2015-09-24,,,1,1_4301764,1_4301764,1_4301764
19,4300051,1,,4300051,4300051,77,0,,,0,1995-11-10,,,19,19_4300051,19_4300051,19_4300051
1,4000314,1,,4000314,4000314,77,0,,,0,1996-04-09,,,1,1_4000314,1_4000314,1_4000314
1,4300737,1,,4300737,4300737,82,0,,,0,1995-11-20,,,1,1_4300737,1_4300737,1_4300737
1,4300047,1,,4300047,4300047,8,0,,,0,1995-11-10,,,1,1_4300047,1_4300047,1_4300047
1,4000689,1,,4000689,4000689,,,,,0,2012-03-27,,,1,1_4000689,1_4000689,1_4000689
1,4000048,1,,4000048,4000048,77,,,,0,1996-04-23,,,1,1_4000048,1_4000048,1_4000048
1,4301236,1,,4301236,4301236,50,NO_VISITA,,,0,1998-02-21,,,1,1_4301236,1_4301236,1_4301236
1,4301497,1,,4301497,4301497,41,0,,,1,2004-10-27,2017-11-03,,1,1_4301497,1_4301497,1_4301497
1,4000418,1,,4000418,4000418,77,,,,0,1996-05-01,,,1,1_4000418,1_4000418,1_4000418
19,4301166,1,,4301166,4301166,77,0,,,,1997-03-03,,,19,19_4301166,19_4301166,19_4301166
19,4300872,1,,4300872,4300872,77,1,,,,1996-09-06,,,19,19_4300872,19_4300872,19_4300872
19,4301124,1,,4301124,4301124,77,0,,,0,1996-04-25,,,19,19_4301124,19_4301124,19_4301124
1,4000321,1,,4000321,4000321,77,,,,,1996-05-03,,,1,1_4000321,1_4000321,1_4000321
19,4301178,1,,4301178,4301178,77,0,,,,1997-04-25,,,19,19_4301178,19_4301178,19_4301178
1,4000420,1,,4000420,4000420,77,,,,,1996-05-09,,,1,1_4000420,1_4000420,1_4000420
1,4301172,1,,4301172,4301172,46,0,,,0,1997-04-07,,,1,1_4301172,1_4301172,1_4301172
1,4301008,1,,4301008,4301008,39,0,,,0,1996-11-28,,,1,1_4301008,1_4301008,1_4301008
1,4000065,1,,4000065,4000065,77,,,,0,2006-07-07,,,1,1_4000065,1_4000065,1_4000065
1,4300071,1,,4300071,4300071,5,A,,,0,1995-11-13,,,1,1_4300071,1_4300071,1_4300071
19,4301394,1,,4301394,4301394,77,0,,,,2001-01-12,,,19,19_4301394,19_4301394,19_4301394
19,4300054,1,,4300054,4300054,77,0,,,0,1995-11-13,,,19,19_4300054,19_4300054,19_4300054
1,4301758,1,,4301758,4301758,,,,,1,2015-09-01,2017-11-09,,1,1_4301758,1_4301758,1_4301758
1,4301490,1,,4301490,4301490,12,0,,,0,2004-06-18,,,1,1_4301490,1_4301490,1_4301490
19,4301128,1,,4301128,4301128,77,0,,,,1996-05-14,,,19,19_4301128,19_4301128,19_4301128
19,4301116,1,,4301116,4301116,77,0,,,,1996-02-06,,,19,19_4301116,19_4301116,19_4301116
1,4300890,1,,4300890,4300890,8,0,,,0,1995-11-20,,,1,1_4300890,1_4300890,1_4300890
1,4000423,1,,4000423,4000423,77,,,,,1996-05-29,,,1,1_4000423,1_4000423,1_4000423
1,4301131,1,,4301131,4301131,77,0,,,,1996-06-03,,,1,1_4301131,1_4301131,1_4301131
1,4300194,1,,4300194,4300194,4,S,,,0,1995-11-14,,,1,1_4300194,1_4300194,1_4300194
1,4310053,1,,4310053,4310053,4,A,,,0,2005-02-14,,,1,1_4310053,1_4310053,1_4310053
19,4300739,1,,4300739,4300739,77,N,,,0,1995-11-20,,,19,19_4300739,19_4300739,19_4300739
1,4000592,1,,4000592,4000592,,,,,0,2004-09-17,,,1,1_4000592,1_4000592,1_4000592
1,4301300,1,,4301300,4301300,41,0,,,0,1999-11-09,,,1,1_4301300,1_4301300,1_4301300
19,4300940,1,,4300940,4300940,77,0,,,,1996-06-10,,,19,19_4300940,19_4300940,19_4300940
1,4301227,1,,4301227,4301227,28,NO_VISITA,,,0,1997-12-24,,,1,1_4301227,1_4301227,1_4301227
1,4301127,1,,4301127,4301127,17,0,,,0,1996-05-07,,,1,1_4301127,1_4301127,1_4301127
1,4301282,1,,4301282,4301282,13,0,,,0,1999-05-17,,,1,1_4301282,1_4301282,1_4301282
1,4301405,1,,4301405,4301405,77,0,,,,2001-06-29,,,1,1_4301405,1_4301405,1_4301405
19,4301121,1,,4301121,4301121,77,0,,,0,1996-02-15,,,19,19_4301121,19_4301121,19_4301121
1,4301244,1,,4301244,4301244,41,0,,,0,1998-06-03,,,1,1_4301244,1_4301244,1_4301244
1,4000164,1,,4000164,4000164,77,,,,,1996-07-17,,,1,1_4000164,1_4000164,1_4000164
1,4000424,1,,4000424,4000424,77,,,,,1996-07-25,,,1,1_4000424,1_4000424,1_4000424
1,4301136,1,,4301136,4301136,50,S,,,0,1996-07-30,,,1,1_4301136,1_4301136,1_4301136
1,4000425,1,,4000425,4000425,77,,,,,1996-08-19,,,1,1_4000425,1_4000425,1_4000425
1,4000426,1,,4000426,4000426,77,,,,,1996-09-04,,,1,1_4000426,1_4000426,1_4000426
1,4301727,1,,4301727,4301727,28,,,,0,2014-04-04,,,1,1_4301727,1_4301727,1_4301727
1,4300967,1,,4300967,4300967,77,0,,,0,1996-02-26,,,1,1_4300967,1_4300967,1_4300967
1,4300682,1,,4300682,4300682,36,0,,,0,1995-11-20,,,1,1_4300682,1_4300682,1_4300682
1,4301107,1,,4301107,4301107,41,0,,,0,1996-06-19,,,1,1_4301107,1_4301107,1_4301107
19,4300882,1,,4300882,4300882,77,0,,,,1997-02-06,,,19,19_4300882,19_4300882,19_4300882
19,4300339,1,,4300339,4300339,77,0,,,0,1996-02-27,,,19,19_4300339,19_4300339,19_4300339
19,4301137,1,,4301137,4301137,77,N,,,,1996-09-12,,,19,19_4301137,19_4301137,19_4301137
19,4300211,1,,4300211,4300211,77,0,,,0,1995-11-14,,,19,19_4300211,19_4300211,19_4300211
19,4300539,1,,4300539,4300539,77,0,,,0,1995-11-16,,,19,19_4300539,19_4300539,19_4300539
1,4000211,1,,4000211,4000211,77,,,,,1996-09-30,,,1,1_4000211,1_4000211,1_4000211
1,4301549,1,,4301549,4301549,39,A,,,0,2006-09-06,,,1,1_4301549,1_4301549,1_4301549
1,4000427,1,,4000427,4000427,77,,,,,1996-09-30,,,1,1_4000427,1_4000427,1_4000427
1,4301145,1,,4301145,4301145,2,A,,,0,1996-10-30,,,1,1_4301145,1_4301145,1_4301145
1,4300076,1,,4300076,4300076,81,0,,,0,1995-11-13,,,1,1_4300076,1_4300076,1_4300076
1,4301139,1,,4301139,4301139,28,0,,,0,1996-10-10,,,1,1_4301139,1_4301139,1_4301139
1,4301122,1,,4301122,4301122,3,A,,,0,1996-02-19,,,1,1_4301122,1_4301122,1_4301122
1,4000669,1,,4000669,4000669,,,,,0,2010-07-14,,,1,1_4000669,1_4000669,1_4000669
19,4300620,1,,4300620,4300620,77,1,,,,1996-10-08,,,19,19_4300620,19_4300620,19_4300620
1,4301509,1,,4301509,4301509,50,S,,,1,2005-04-22,2011-06-14,,1,1_4301509,1_4301509,1_4301509
1,4000428,1,,4000428,4000428,77,,,,,1996-10-17,,,1,1_4000428,1_4000428,1_4000428
1,4000429,1,,4000429,4000429,77,,,,,1996-10-17,,,1,1_4000429,1_4000429,1_4000429
1,4000430,1,,4000430,4000430,77,,,,,1996-10-17,,,1,1_4000430,1_4000430,1_4000430
1,4300249,1,,4300249,4300249,48,0,,,0,1995-11-14,,,1,1_4300249,1_4300249,1_4300249
19,4302037,1,,4302037,4302037,77,0,,,0,1995-11-21,,,19,19_4302037,19_4302037,19_4302037
1,4300798,1,,4300798,4300798,46,0,,,0,1995-11-20,,,1,1_4300798,1_4300798,1_4300798
19,4301041,1,,4301041,4301041,77,1,,,0,1995-11-21,,,19,19_4301041,19_4301041,19_4301041
19,4300728,1,,4300728,4300728,77,0,,,0,1995-11-20,,,19,19_4300728,19_4300728,19_4300728
19,4301141,1,,4301141,4301141,77,0,,,,1996-10-23,,,19,19_4301141,19_4301141,19_4301141
19,4301140,1,,4301140,4301140,77,0,,,,1996-10-21,,,19,19_4301140,19_4301140,19_4301140
19,4301143,1,,4301143,4301143,77,1,,,0,1996-10-23,,,19,19_4301143,19_4301143,19_4301143
1,4301165,1,,4301165,4301165,82,0,,,0,1997-02-13,,,1,1_4301165,1_4301165,1_4301165
19,4300117,1,,4300117,4300117,77,0,,,0,1995-11-13,,,19,19_4300117,19_4300117,19_4300117
19,4300802,1,,4300802,4300802,77,0,,,,1996-10-17,,,19,19_4300802,19_4300802,19_4300802
1,4301393,1,,4301393,4301393,22,0,,,0,2000-12-22,,,1,1_4301393,1_4301393,1_4301393
1,4301261,1,,4301261,4301261,3,NO VISITA,,,0,1998-11-17,,,1,1_4301261,1_4301261,1_4301261
19,4301135,1,,4301135,4301135,77,0,,,,1996-07-24,,,19,19_4301135,19_4301135,19_4301135
19,4301008,1,,4301008,4301008,77,0,,,,1996-11-28,,,19,19_4301008,19_4301008,19_4301008
1,4000431,1,,4000431,4000431,77,,,,1,1996-11-07,,,1,1_4000431,1_4000431,1_4000431
1,4300227,1,,4300227,4300227,3,NO VISITA,,,0,1995-11-14,,,1,1_4300227,1_4300227,1_4300227
1,4301286,1,,4301286,4301286,4,S,,,0,1999-06-10,,,1,1_4301286,1_4301286,1_4301286
19,4301262,1,,4301262,4301262,77,0,,,,1998-11-26,,,19,19_4301262,19_4301262,19_4301262
19,4302055,1,,4302055,4302055,77,0,,,,1996-06-26,,,19,19_4302055,19_4302055,19_4302055
19,4301147,1,,4301147,4301147,77,0,,,,1996-11-11,,,19,19_4301147,19_4301147,19_4301147
19,4300631,1,,4300631,4300631,77,0,,,0,1995-11-16,,,19,19_4300631,19_4300631,19_4300631
1,4300954,1,,4300954,4300954,10,0,,,0,2002-07-16,,,1,1_4300954,1_4300954,1_4300954
1,4301176,1,,4301176,4301176,41,0,,,0,1997-04-17,,,1,1_4301176,1_4301176,1_4301176
1,4300906,1,,4300906,4300906,77,0,,,0,1995-11-20,,,1,1_4300906,1_4300906,1_4300906
1,4300746,1,,4300746,4300746,46,0,,,0,1996-11-25,,,1,1_4300746,1_4300746,1_4300746
1,4301297,1,,4301297,4301297,5,A,,,0,1999-11-08,,,1,1_4301297,1_4301297,1_4301297
1,4300663,1,,4300663,4300663,46,0,,,0,1995-11-20,,,1,1_4300663,1_4300663,1_4300663
1,4301016,1,,4301016,4301016,48,0,,,0,1996-11-26,,,1,1_4301016,1_4301016,1_4301016
1,4310059,1,,4310059,4310059,2,A,,,0,2005-02-23,,,1,1_4310059,1_4310059,1_4310059
1,4301448,1,,4301448,4301448,46,0,,,0,2003-02-26,,,1,1_4301448,1_4301448,1_4301448
19,4301436,1,,4301436,4301436,77,0,,,,2002-11-15,,,19,19_4301436,19_4301436,19_4301436
1,4301414,1,,4301414,4301414,39,0,,,0,2001-12-03,,,1,1_4301414,1_4301414,1_4301414
1,4300856,1,,4300856,4300856,2,NO VISITA,,,0,1996-04-29,,,1,1_4300856,1_4300856,1_4300856
1,4301784,1,,4301784,4301784,39,,,,0,2017-01-24,,,1,1_4301784,1_4301784,1_4301784
1,4301374,1,,4301374,4301374,47,0,,,0,2000-06-01,,,1,1_4301374,1_4301374,1_4301374
1,4301188,1,,4301188,4301188,6,0,,,0,1997-07-03,,,1,1_4301188,1_4301188,1_4301188
19,4300200,1,,4300200,4300200,77,0,,,0,1995-11-14,,,19,19_4300200,19_4300200,19_4300200
1,4301394,1,,4301394,4301394,3,NO VISITA,,,0,2001-01-12,,,1,1_4301394,1_4301394,1_4301394
1,4301465,1,,4301465,4301465,13,0,,,0,2003-07-08,,,1,1_4301465,1_4301465,1_4301465
1,4300032,1,,4300032,4300032,48,0,,,0,2000-04-13,,,1,1_4300032,1_4300032,1_4300032
1,4301040,1,,4301040,4301040,28,0,,,0,1995-11-21,,,1,1_4301040,1_4301040,1_4301040
1,4000081,1,,4000081,4000081,77,,,,,2002-08-12,,,1,1_4000081,1_4000081,1_4000081
1,4301455,1,,4301455,4301455,10,0,,,0,2003-04-02,,,1,1_4301455,1_4301455,1_4301455
1,4300929,1,,4300929,4300929,22,0,,,0,1996-10-30,,,1,1_4300929,1_4300929,1_4300929
1,4301125,1,,4301125,4301125,80,0,,,0,1996-04-25,,,1,1_4301125,1_4301125,1_4301125
1,4000683,1,,4000683,4000683,,,,,1,2011-07-05,2024-04-01,,1,1_4000683,1_4000683,1_4000683
1,4301253,1,,4301253,4301253,3,NO VISITA,,,0,1998-07-24,,,1,1_4301253,1_4301253,1_4301253
1,4000778,1,,4000778,4000778,,,,,0,2021-05-05,,,1,1_4000778,1_4000778,1_4000778
1,4300978,1,,4300978,4300978,43,0,,,0,1995-11-20,,,1,1_4300978,1_4300978,1_4300978
1,4301009,1,,4301009,4301009,46,0,,,0,1996-11-26,,,1,1_4301009,1_4301009,1_4301009
1,4301486,1,,4301486,4301486,6,0,,,0,2004-04-14,,,1,1_4301486,1_4301486,1_4301486
1,4301684,1,,4301684,4301684,48,,,,0,2011-09-01,,,1,1_4301684,1_4301684,1_4301684
1,4301241,1,,4301241,4301241,80,0,,,0,1998-04-21,,,1,1_4301241,1_4301241,1_4301241
1,4301592,1,,4301592,4301592,, ,,,1,2007-12-05,2021-10-18,,1,1_4301592,1_4301592,1_4301592
1,4301206,1,,4301206,4301206,8,0,,,0,1997-10-06,,,1,1_4301206,1_4301206,1_4301206
1,4301062,1,,4301062,4301062,82,1,,,0,1996-04-29,,,1,1_4301062,1_4301062,1_4301062
1,4301028,1,,4301028,4301028,39,0,,,0,1996-11-26,,,1,1_4301028,1_4301028,1_4301028
1,4300661,1,,4300661,4300661,48,0,,,1,1995-11-20,2017-06-01,,1,1_4300661,1_4300661,1_4300661
1,4301753,1,,4301753,4301753,,,,,1,2015-06-02,2017-09-28,,1,1_4301753,1_4301753,1_4301753
1,4301802,1,,4301802,4301802,43,,,,0,2017-12-15,,,1,1_4301802,1_4301802,1_4301802
1,4300891,1,,4300891,4300891,10,0,,,1,1996-11-26,2014-10-31,,1,1_4300891,1_4300891,1_4300891
1,4300653,1,,4300653,4300653,46,0,,,0,1996-11-22,,,1,1_4300653,1_4300653,1_4300653
1,4301305,1,,4301305,4301305,10,0,,,0,2000-01-13,,,1,1_4301305,1_4301305,1_4301305
1,4300969,1,,4300969,4300969,5,A,,,0,1996-11-26,,,1,1_4300969,1_4300969,1_4300969
1,4301428,1,,4301428,4301428,48,0,,,0,2002-09-03,,,1,1_4301428,1_4301428,1_4301428
1,4301234,1,,4301234,4301234,48,0,,,0,1998-02-10,,,1,1_4301234,1_4301234,1_4301234
1,4301098,1,,4301098,4301098,43,0,,,0,1996-01-22,,,1,1_4301098,1_4301098,1_4301098
1,4301106,1,,4301106,4301106,46,0,,,0,1995-11-21,,,1,1_4301106,1_4301106,1_4301106
1,4301294,1,,4301294,4301294,80,0,,,0,1999-09-30,,,1,1_4301294,1_4301294,1_4301294
1,4301249,1,,4301249,4301249,13,0,,,0,1998-07-06,,,1,1_4301249,1_4301249,1_4301249
1,4301018,1,,4301018,4301018,28,0,,,0,1995-11-21,,,1,1_4301018,1_4301018,1_4301018
1,4301265,1,,4301265,4301265,9,0,,,0,1998-12-22,,,1,1_4301265,1_4301265,1_4301265
1,4301251,1,,4301251,4301251,81,0,,,0,1998-07-23,,,1,1_4301251,1_4301251,1_4301251
19,4301221,1,,4301221,4301221,77,0,,,,1997-12-15,,,19,19_4301221,19_4301221,19_4301221
19,4300262,1,,4300262,4300262,77,0,,,0,1995-11-14,,,19,19_4300262,19_4300262,19_4300262
1,4000469,1,,4000469,4000469,77,,,,,1998-07-04,,,1,1_4000469,1_4000469,1_4000469
19,4301150,1,,4301150,4301150,77,0,,,,1996-11-26,,,19,19_4301150,19_4301150,19_4301150
1,4301425,1,,4301425,4301425,39,0,,,0,2002-04-17,,,1,1_4301425,1_4301425,1_4301425
1,4301209,1,,4301209,4301209,81,0,,,0,1997-10-07,,,1,1_4301209,1_4301209,1_4301209
1,4300853,1,,4300853,4300853,8,0,,,0,1996-11-25,,,1,1_4300853,1_4300853,1_4300853
1,4301144,1,,4301144,4301144,82,0,,,0,1996-10-30,,,1,1_4301144,1_4301144,1_4301144
1,4301517,1,,4301517,4301517,3,A,,,0,2005-07-11,,,1,1_4301517,1_4301517,1_4301517
1,4300222,1,,4300222,4300222,17,0,,,0,1995-11-14,,,1,1_4300222,1_4300222,1_4300222
1,4301411,1,,4301411,4301411,3,A,,,0,2001-10-19,,,1,1_4301411,1_4301411,1_4301411
1,4301116,1,,4301116,4301116,9,0,,,0,1996-02-06,,,1,1_4301116,1_4301116,1_4301116
1,4301371,1,,4301371,4301371,48,0,,,0,2000-04-13,,,1,1_4301371,1_4301371,1_4301371
